Quarter,Year,Data,CCG_Code,AT_CODE,Region_Code,Patient_Type,Band_1,Band_2,Band_3,Urgent_Occasional,Free___Arrest_of_Bleeding,Free___Bridge_Repairs,Free___Denture_Repair,Free___Prescription_Issue,Free___Removal_of_sutures,Total
Q2,2013/2014,Provisional,00L,Q49,Y54,Non-Paying Adult,5955,13941,18948,2274,0,16.8,110,0,2,41246.8
Q2,2013/2014,Provisional,00L,Q49,Y54,Paying Adult,21377,28671,17748,3940.8,3.6,42,399,0,6,72187.4
Q2,2013/2014,Provisional,00M,Q45,Y54,Child,11170,12927,900,1210.8,0,1.2,1,0,1,26211
Q2,2013/2014,Provisional,00M,Q45,Y54,Non-Paying Adult,6653,18369,26196,3620.4,0,15.6,120,0,1,54975
Q2,2013/2014,Provisional,00M,Q45,Y54,Paying Adult,15255,24210,14904,2799.6,0,22.8,294,0,3,57488.4
Q2,2013/2014,Provisional,00N,Q49,Y54,Child,5248,7350,972,444,0,0,1,0,1,14016
Q2,2013/2014,Provisional,00N,Q49,Y54,Non-Paying Adult,3391,11091,18120,1860,0,6,62,0,2,34532
Q2,2013/2014,Provisional,00N,Q49,Y54,Paying Adult,9877,16053,11112,1969.2,2.4,50.4,178,0,2,39244
Q2,2013/2014,Provisional,00P,Q49,Y54,Child,10478,12141,1080,883.2,0,1.2,0,0,0,24583.4
Q2,2013/2014,Provisional,00P,Q49,Y54,Non-Paying Adult,6276,16998,25728,2641.2,1.2,1.2,131,0,1,51777.6
Q2,2013/2014,Provisional,00P,Q49,Y54,Paying Adult,15729,25347,17616,2487.6,1.2,4.8,325,0,7,61517.6
Q2,2013/2014,Provisional,00Q,Q47,Y54,Child,7647,9540,516,673.2,0,0,0,0,0,18376.2
Q2,2013/2014,Provisional,00Q,Q47,Y54,Non-Paying Adult,3537,11799,10896,1786.8,1.2,0,57,0,0,28077
Q2,2013/2014,Provisional,00Q,Q47,Y54,Paying Adult,5375,8574,4896,1348.8,0,2.4,74,0,0,20270.2
Q2,2013/2014,Provisional,00R,Q47,Y54,Child,4272,5178,552,649.2,0,0,0,0,0,10651.2
Q2,2013/2014,Provisional,00R,Q47,Y54,Non-Paying Adult,3107,7611,12000,2098.8,0,1.2,60,0,0,24878
Q2,2013/2014,Provisional,00R,Q47,Y54,Paying Adult,6943,9225,6660,2517.6,3.6,3.6,131,0,3,25486.8
Q2,2013/2014,Provisional,00T,Q46,Y54,Child,11975,13602,744,1040.4,0,0,1,0,0,27362.4
Q2,2013/2014,Provisional,00T,Q46,Y54,Non-Paying Adult,5858,15573,16176,2812.8,0,3.6,56,0,1,40480.4
Q2,2013/2014,Provisional,00T,Q46,Y54,Paying Adult,14369,17511,10080,3243.6,0,1.2,162,0,0,45366.8
Q2,2013/2014,Provisional,00V,Q46,Y54,Child,7854,7350,1020,848.4,0,0,0,0,0,17072.4
Q2,2013/2014,Provisional,00V,Q46,Y54,Non-Paying Adult,3523,7320,15252,2349.6,0,2.4,32,0,1,28480
Q2,2013/2014,Provisional,00V,Q46,Y54,Paying Adult,10843,12945,10776,2919.6,7.2,13.2,137,0,1,37642
Q2,2013/2014,Provisional,00W,Q46,Y54,Child,6733,10086,876,1076.4,0,0,0,0,0,18771.4
Q2,2013/2014,Provisional,00W,Q46,Y54,Non-Paying Adult,3857,14988,22584,2985.6,0,0,59,0,2,44475.6
Q2,2013/2014,Provisional,00W,Q46,Y54,Paying Adult,5376,9378,7404,1496.4,0,0,55,0,3,23712.4
Q2,2013/2014,Provisional,00X,Q47,Y54,Child,7637,6120,540,453.6,0,0,0,0,0,14750.6
Q2,2013/2014,Provisional,00X,Q47,Y54,Non-Paying Adult,2540,7110,7152,1173.6,0,0,20,0,1,17996.6
Q2,2013/2014,Provisional,00X,Q47,Y54,Paying Adult,10105,14982,7968,2149.2,0,2.4,122,0,10,35338.6
Q2,2013/2014,Provisional,00Y,Q46,Y54,Child,10002,11586,864,1166.4,0,0,0,0,0,23618.4
Q2,2013/2014,Provisional,00Y,Q46,Y54,Non-Paying Adult,4518,13158,18900,2784,0,1.2,46,0,0,39407.2
Q2,2013/2014,Provisional,00Y,Q46,Y54,Paying Adult,12080,16734,12888,2833.2,0,16.8,123,0,0,44675
Q2,2013/2014,Provisional,01A,Q47,Y54,Child,15734,18348,1224,1839.6,0,0,1,0,1,37147.6
Q2,2013/2014,Provisional,01A,Q47,Y54,Non-Paying Adult,7379,21972,23424,4441.2,0,3.6,62,0,0,57281.8
Q2,2013/2014,Provisional,01A,Q47,Y54,Paying Adult,17900,27540,16140,5182.8,0,7.2,227,0,5,67002
Q2,2013/2014,Provisional,01C,Q44,Y54,Child,9482,8007,972,668.4,2.4,0,1,0,0,19132.8
Q2,2013/2014,Provisional,01C,Q44,Y54,Non-Paying Adult,2788,7293,8688,1203.6,1.2,1.2,15,0,1,19991
Q2,2013/2014,Provisional,01C,Q44,Y54,Paying Adult,17654,25848,15060,3688.8,0,7.2,171,0,5,62434
Q2,2013/2014,Provisional,01D,Q46,Y54,Child,10640,7923,576,822,0,0,0,0,0,19961
Q2,2013/2014,Provisional,01D,Q46,Y54,Non-Paying Adult,5269,13404,15360,2577.6,0,1.2,96,0,0,36707.8
Q2,2013/2014,Provisional,01D,Q46,Y54,Paying Adult,10194,12921,8532,2569.2,0,7.2,156,0,0,34379.4
Q2,2013/2014,Provisional,01E,Q47,Y54,Child,7107,6849,612,681.6,0,0,4,0,0,15253.6
Q2,2013/2014,Provisional,01E,Q47,Y54,Non-Paying Adult,3208,8169,8172,2154,0,1.2,50,0,0,21754.2
Q2,2013/2014,Provisional,01E,Q47,Y54,Paying Adult,9911,11466,7656,3139.2,1.2,7.2,226,0,1,32407.6
Q2,2013/2014,Provisional,01F,Q48,Y54,Child,4778,4449,516,468,0,0,0,0,0,10211
Q2,2013/2014,Provisional,01F,Q48,Y54,Non-Paying Adult,1942,6621,10260,1438.8,0,0,43,0,0,20304.8
Q2,2013/2014,Provisional,01F,Q48,Y54,Paying Adult,5490,10341,8172,1441.2,0,1.2,109,0,2,25556.4
Q2,2013/2014,Provisional,01G,Q46,Y54,Child,8516,11244,1728,994.8,0,0,0,0,0,22482.8
Q2,2013/2014,Provisional,01G,Q46,Y54,Non-Paying Adult,4763,15477,25512,2878.8,7.2,6,84,0,0,48728
Q2,2013/2014,Provisional,01G,Q46,Y54,Paying Adult,9269,16722,12756,2698.8,10.8,20.4,206,0,0,41683
Q2,2013/2014,Provisional,01H,Q49,Y54,Child,18922,17817,1104,1596,0,0,1,0,0,39440
Q2,2013/2014,Provisional,01H,Q49,Y54,Non-Paying Adult,6559,16746,17868,3350.4,0,2.4,60,0,4,44589.8
Q2,2013/2014,Provisional,01H,Q49,Y54,Paying Adult,28146,44538,21852,6799.2,0,31.2,437,0,19,101822.4
Q2,2013/2014,Provisional,01J,Q48,Y54,Child,4670,7107,756,466.8,0,0,0,0,0,12999.8
Q2,2013/2014,Provisional,01J,Q48,Y54,Non-Paying Adult,2976,10395,23148,1855.2,0,2.4,84,0,0,38460.6
Q2,2013/2014,Provisional,01J,Q48,Y54,Paying Adult,5274,9987,9480,1374,0,2.4,125,0,0,26242.4
Q2,2013/2014,Provisional,01K,Q47,Y54,Child,5218,5106,432,362.4,0,0,1,0,0,11119.4
Q2,2013/2014,Provisional,01K,Q47,Y54,Non-Paying Adult,2142,5553,5952,1090.8,0,0,28,0,2,14767.8
Q2,2013/2014,Provisional,01K,Q47,Y54,Paying Adult,8665,13212,6804,2019.6,1.2,0,88,0,7,30796.8
Q2,2013/2014,Provisional,01M,Q46,Y54,Child,5094,7200,756,632.4,0,0,0,0.75,0,13683.15
Q2,2013/2014,Provisional,01M,Q46,Y54,Non-Paying Adult,2981,12213,23736,2530.8,0,7.2,34,0,0,41502
Q2,2013/2014,Provisional,01M,Q46,Y54,Paying Adult,6629,10311,8820,1916.4,2.4,6,80,0,0,27764.8
Q2,2013/2014,Provisional,01N,Q46,Y54,Child,4724,6282,612,609.6,0,0,0,0,0,12227.6
Q2,2013/2014,Provisional,01N,Q46,Y54,Non-Paying Adult,2197,9219,13656,2058,0,4.8,51,0,0,27185.8
Q2,2013/2014,Provisional,01N,Q46,Y54,Paying Adult,5780,9462,7392,2001.6,2.4,8.4,63,0,2,24711.4
Q2,2013/2014,Provisional,01R,Q44,Y54,Child,7596,7014,408,538.8,0,0,1,0,0,15557.8
Q2,2013/2014,Provisional,01R,Q44,Y54,Non-Paying Adult,2530,6387,6672,1122,0,1.2,28,0,3,16743.2
Q2,2013/2014,Provisional,01R,Q44,Y54,Paying Adult,12051,17739,11352,2583.6,2.4,6,201,0,9,43944
Q2,2013/2014,Provisional,01T,Q48,Y54,Child,5179,6756,948,679.2,0,1.2,0,0,1,13564.4
Q2,2013/2014,Provisional,01T,Q48,Y54,Non-Paying Adult,2693,10461,15276,2474.4,0,0,64,0,0,30968.4
Q2,2013/2014,Provisional,01T,Q48,Y54,Paying Adult,7813,13302,9252,2816.4,1.2,4.8,198,0,2,33389.4
Q2,2013/2014,Provisional,01V,Q48,Y54,Child,5321,4641,624,348,0,0,0,0,0,10934
Q2,2013/2014,Provisional,01V,Q48,Y54,Non-Paying Adult,2271,5484,7152,975.6,0,0,64,0,0,15946.6
Q2,2013/2014,Provisional,01V,Q48,Y54,Paying Adult,10026,14430,9960,2006.4,2.4,1.2,218,0,4,36648
Q2,2013/2014,Provisional,01W,Q46,Y54,Child,11844,10704,984,890.4,1.2,0,1,0,1,24425.6
Q2,2013/2014,Provisional,01W,Q46,Y54,Non-Paying Adult,4810,11457,15528,2034,2.4,3.6,48,0,1,33884
Q2,2013/2014,Provisional,01W,Q46,Y54,Paying Adult,23413,30042,21744,4311.6,3.6,13.2,277,0,10,79814.4
Q2,2013/2014,Provisional,01X,Q48,Y54,Child,7898,8226,1116,870,0,0,2,0,1,18113
Q2,2013/2014,Provisional,01X,Q48,Y54,Non-Paying Adult,2834,9615,16092,2010,0,1.2,52,0,2,30606.2
Q2,2013/2014,Provisional,01X,Q48,Y54,Paying Adult,10260,17910,14268,3222,2.4,4.8,174,0,3,45844.2
Q2,2013/2014,Provisional,01Y,Q46,Y54,Child,10251,8976,816,867.6,0,0,0,0,0,20910.6
Q2,2013/2014,Provisional,01Y,Q46,Y54,Non-Paying Adult,5039,11244,17508,2422.8,0,1.2,42,0,1,36258
Q2,2013/2014,Provisional,01Y,Q46,Y54,Paying Adult,16429,19245,15468,3520.8,2.4,2.4,187,0,2,54856.6
Q2,2013/2014,Provisional,02A,Q46,Y54,Child,9607,9243,924,928.8,0,0,0,0,0,20702.8
Q2,2013/2014,Provisional,02A,Q46,Y54,Non-Paying Adult,3302,10395,16404,2515.2,0,0,50,0,1,32667.2
Q2,2013/2014,Provisional,02A,Q46,Y54,Paying Adult,13177,19797,13812,3298.8,0,10.8,182,0,11,50288.6
Q2,2013/2014,Provisional,02D,Q44,Y54,Child,4420,4335,156,283.2,0,0,1,0,0,9195.2
Q2,2013/2014,Provisional,02D,Q44,Y54,Non-Paying Adult,1679,3849,3120,690,0,0,28,0,0,9366
Q2,2013/2014,Provisional,02D,Q44,Y54,Paying Adult,6210,8844,5028,1209.6,0,1.2,41,0,1,21334.8
Q2,2013/2014,Provisional,02E,Q44,Y54,Child,8343,7623,636,794.4,0,0,1,0,0,17397.4
Q2,2013/2014,Provisional,02E,Q44,Y54,Non-Paying Adult,2923,8268,11412,1693.2,0,1.2,47,0,1,24345.4
Q2,2013/2014,Provisional,02E,Q44,Y54,Paying Adult,13092,20685,13092,2946,0,8.4,215,0,3,50041.4
Q2,2013/2014,Provisional,02F,Q44,Y54,Child,11577,9723,744,1024.8,0,0,0,0,0,23068.8
Q2,2013/2014,Provisional,02F,Q44,Y54,Non-Paying Adult,3751,11910,11628,2232,0,0,61,0,2,29584
Q2,2013/2014,Provisional,02F,Q44,Y54,Paying Adult,18832,32283,16944,5198.4,3.6,13.2,244,0,12,73530.2
Q2,2013/2014,Provisional,02G,Q47,Y54,Child,4660,4305,480,414,0,0,0,0,0,9859
Q2,2013/2014,Provisional,02G,Q47,Y54,Non-Paying Adult,1747,4938,5772,908.4,1.2,0,35,0,0,13401.6
Q2,2013/2014,Provisional,02G,Q47,Y54,Paying Adult,5788,9282,5352,1530,1.2,4.8,91,0,2,22051
Q2,2013/2014,Provisional,02H,Q46,Y54,Child,13524,14427,1440,1414.8,0,0,3,0,0,30808.8
Q2,2013/2014,Provisional,02H,Q46,Y54,Non-Paying Adult,5889,17136,22212,3027.6,0,2.4,147,0,1,48415
Q2,2013/2014,Provisional,02H,Q46,Y54,Paying Adult,20659,31314,18516,3820.8,1.2,26.4,436,0,4,74777.4
Q2,2013/2014,Provisional,02M,Q47,Y54,Child,5810,6741,600,361.2,0,0,0,0,0,13512.2
Q2,2013/2014,Provisional,02M,Q47,Y54,Non-Paying Adult,3363,8439,11184,906,0,1.2,48,0,2,23943.2
Q2,2013/2014,Provisional,02M,Q47,Y54,Paying Adult,14174,18687,15228,1867.2,0,7.2,183,0,2,50148.4
Q2,2013/2014,Provisional,02N,Q52,Y54,Child,6778,7185,456,357.6,0,0,0,0,0,14776.6
Q2,2013/2014,Provisional,02N,Q52,Y54,Non-Paying Adult,2867,6852,6600,777.6,0,1.2,22,0,0,17119.8
Q2,2013/2014,Provisional,02N,Q52,Y54,Paying Adult,10409,13323,8484,1567.2,0,10.8,193,0,3,33990
Q2,2013/2014,Provisional,02P,Q51,Y54,Child,9520,12192,1200,750,0,0,1,0,0,23663
Q2,2013/2014,Provisional,02P,Q51,Y54,Non-Paying Adult,4827,14346,19536,1944,0,0,76,0,1,40730
Q2,2013/2014,Provisional,02P,Q51,Y54,Paying Adult,15431,26271,15876,2380.8,0,8.4,327,0,4,60298.2
Q2,2013/2014,Provisional,02Q,Q51,Y54,Child,4099,3987,504,307.2,0,0,2,0,0,8899.2
Q2,2013/2014,Provisional,02Q,Q51,Y54,Non-Paying Adult,1898,5748,7596,814.8,0,1.2,27,0,0,16085
Q2,2013/2014,Provisional,02Q,Q51,Y54,Paying Adult,7912,12525,7188,1096.8,0,7.2,177,0,9,28915
Q2,2013/2014,Provisional,02R,Q52,Y54,Child,13091,11931,552,652.8,0,0,0,0,0,26226.8
Q2,2013/2014,Provisional,02R,Q52,Y54,Non-Paying Adult,6401,14592,14952,1531.2,0,0,89,0,0,37565.2
Q2,2013/2014,Provisional,02R,Q52,Y54,Paying Adult,15250,20379,12828,2043.6,0,0,211,0,0,50711.6
Q2,2013/2014,Provisional,02T,Q52,Y54,Child,8506,9849,624,708,0,0,0,0,0,19687
Q2,2013/2014,Provisional,02T,Q52,Y54,Non-Paying Adult,3831,10977,13260,1827.6,0,4.8,49,0,0,29949.4
Q2,2013/2014,Provisional,02T,Q52,Y54,Paying Adult,12185,17076,12420,2338.8,0,22.8,143,0,2,44187.6
Q2,2013/2014,Provisional,02V,Q52,Y54,Child,7748,7947,396,1054.8,1.2,0,1,0,0,17148
Q2,2013/2014,Provisional,02V,Q52,Y54,Non-Paying Adult,3196,9279,9192,2584.8,0,0,51,0,2,24304.8
Q2,2013/2014,Provisional,02V,Q52,Y54,Paying Adult,10755,17223,10284,4249.2,3.6,0,174,0,6,42694.8
Q2,2013/2014,Provisional,02W,Q52,Y54,Child,5233,8307,228,874.8,0,0,0,0,0,14642.8
Q2,2013/2014,Provisional,02W,Q52,Y54,Non-Paying Adult,3310,9360,7380,2548.8,0,0,33,0,0,22631.8
Q2,2013/2014,Provisional,02W,Q52,Y54,Paying Adult,2153,3267,1836,1263.6,0,0,21,0,0,8540.6
Q2,2013/2014,Provisional,02X,Q51,Y54,Child,11492,15609,1044,1191.6,0,0,7,0,0,29343.6
Q2,2013/2014,Provisional,02X,Q51,Y54,Non-Paying Adult,6386,17484,19116,3205.2,0,1.2,110,0.75,1,46304.15
Q2,2013/2014,Provisional,02X,Q51,Y54,Paying Adult,21892,33843,19248,4394.4,2.4,19.2,443,0,4,79846
Q2,2013/2014,Provisional,02Y,Q50,Y54,Child,10885,8814,1188,553.2,0,0,0,0,0,21440.2
Q2,2013/2014,Provisional,02Y,Q50,Y54,Non-Paying Adult,4132,8193,10932,960,1.2,1.2,47,0,1,24267.4
Q2,2013/2014,Provisional,02Y,Q50,Y54,Paying Adult,20332,24060,16788,2840.4,0,3.6,302,0,2,64328
Q2,2013/2014,Provisional,03A,Q52,Y54,Child,10552,10281,828,760.8,0,0,1,0,0,22422.8
Q2,2013/2014,Provisional,03A,Q52,Y54,Non-Paying Adult,4566,12669,12708,1947.6,0,0,81,0,0,31971.6
Q2,2013/2014,Provisional,03A,Q52,Y54,Paying Adult,15558,22818,11844,2793.6,0,1.2,283,0,3,53300.8
Q2,2013/2014,Provisional,03C,Q52,Y54,Child,10838,10794,864,687.6,0,0,0,0,0,23183.6
Q2,2013/2014,Provisional,03C,Q52,Y54,Non-Paying Adult,5087,14181,16788,1898.4,0,0,52,0,0,38006.4
Q2,2013/2014,Provisional,03C,Q52,Y54,Paying Adult,19317,27147,14844,2726.4,1.2,13.2,221,0,3,64272.8
Q2,2013/2014,Provisional,03D,Q50,Y54,Child,7006,4980,408,417.6,0,0,1,0,0,12812.6
Q2,2013/2014,Provisional,03D,Q50,Y54,Non-Paying Adult,2379,4554,6132,684,0,1.2,26,0,2,13778.2
Q2,2013/2014,Provisional,03D,Q50,Y54,Paying Adult,10325,15120,10452,1540.8,0,8.4,200,0,4,37650.2
Q2,2013/2014,Provisional,03E,Q50,Y54,Child,6431,4710,288,356.4,0,0,0,0,0,11785.4
Q2,2013/2014,Provisional,03E,Q50,Y54,Non-Paying Adult,1897,3885,4872,690,0,0,16,0,1,11361
Q2,2013/2014,Provisional,03E,Q50,Y54,Paying Adult,9916,13488,7656,2266.8,1.2,13.2,134,0,7,33482.2
Q2,2013/2014,Provisional,03F,Q50,Y54,Child,12501,14499,1680,1144.8,0,0,0,0,1,29825.8
Q2,2013/2014,Provisional,03F,Q50,Y54,Non-Paying Adult,7323,18087,30324,3817.2,0,6,78,0,2,59637.2
Q2,2013/2014,Provisional,03F,Q50,Y54,Paying Adult,21542,24720,15600,5062.8,4.8,7.2,259,0,7,67202.8
Q2,2013/2014,Provisional,03G,Q52,Y54,Child,9550,12741,696,1034.4,0,0,0,0,1,24022.4
Q2,2013/2014,Provisional,03G,Q52,Y54,Non-Paying Adult,5182,15081,18396,2467.2,0,0,71,0,2,41199.2
Q2,2013/2014,Provisional,03G,Q52,Y54,Paying Adult,14474,19887,12312,2229.6,1.2,6,234,0,0,49143.8
Q2,2013/2014,Provisional,03H,Q50,Y54,Child,5426,7947,588,511.2,0,0,0,0,0,14472.2
Q2,2013/2014,Provisional,03H,Q50,Y54,Non-Paying Adult,2954,8019,7416,1220.4,0,0,31,0,3,19643.4
Q2,2013/2014,Provisional,03H,Q50,Y54,Paying Adult,10405,15345,9252,2166,0,4.8,97,0,10,37279.8
Q2,2013/2014,Provisional,03J,Q52,Y54,Child,9855,10986,636,578.4,0,1.2,0,0,1,22057.6
Q2,2013/2014,Provisional,03J,Q52,Y54,Non-Paying Adult,4724,11139,10044,1488,0,0,54,0,5,27454
Q2,2013/2014,Provisional,03J,Q52,Y54,Paying Adult,11544,14757,8556,1502.4,0,2.4,207,0,2,36570.8
Q2,2013/2014,Provisional,03K,Q50,Y54,Child,6153,4467,252,429.6,0,0,0,0,0,11301.6
Q2,2013/2014,Provisional,03K,Q50,Y54,Non-Paying Adult,1963,3531,3840,1071.6,0,0,22,0,1,10428.6
Q2,2013/2014,Provisional,03K,Q50,Y54,Paying Adult,8617,10419,5880,2270.4,0,0,127,0,0,27313.4
Q2,2013/2014,Provisional,03L,Q51,Y54,Child,10080,11088,972,783.6,0,0,3,0,0,22926.6
Q2,2013/2014,Provisional,03L,Q51,Y54,Non-Paying Adult,4913,15153,16860,1815.6,1.2,2.4,91,0,4,38840.2
Q2,2013/2014,Provisional,03L,Q51,Y54,Paying Adult,16330,26901,14808,2572.8,0,26.4,340,0,10,60988.2
Q2,2013/2014,Provisional,03M,Q50,Y54,Child,4260,3828,216,324,0,0,0,0,0,8628
Q2,2013/2014,Provisional,03M,Q50,Y54,Non-Paying Adult,2143,4737,5676,742.8,0,0,24,0,2,13324.8
Q2,2013/2014,Provisional,03M,Q50,Y54,Paying Adult,6864,9603,5100,1297.2,1.2,0,98,0,0,22963.4
Q2,2013/2014,Provisional,03N,Q51,Y54,Child,21815,22017,1440,1527.6,0,0,1,0,0,46800.6
Q2,2013/2014,Provisional,03N,Q51,Y54,Non-Paying Adult,10564,28644,28488,3804,0,7.2,156,0,1,71664.2
Q2,2013/2014,Provisional,03N,Q51,Y54,Paying Adult,38179,55122,28200,7178.4,3.6,25.2,541,0,12,129261.2
Q2,2013/2014,Provisional,03Q,Q50,Y54,Child,14044,11031,744,794.4,0,0,2,0,0,26615.4
Q2,2013/2014,Provisional,03Q,Q50,Y54,Non-Paying Adult,4694,9810,11088,1418.4,0,0,46,0,0,27056.4
Q2,2013/2014,Provisional,03Q,Q50,Y54,Paying Adult,29447,35586,19188,3960,1.2,18,339,1.5,9,88549.7
Q2,2013/2014,Provisional,03R,Q52,Y54,Child,13852,13452,888,1023.6,0,0,3,0,0,29218.6
Q2,2013/2014,Provisional,03R,Q52,Y54,Non-Paying Adult,6742,16149,19668,2426.4,0,1.2,87,0,4,45077.6
Q2,2013/2014,Provisional,03R,Q52,Y54,Paying Adult,26020,33435,20256,4050,1.2,6,403,0,17,84188.2
Q2,2013/2014,Provisional,03T,Q59,Y55,Child,6570,7542,792,636,0,0,1,0,1,15542
Q2,2013/2014,Provisional,03T,Q59,Y55,Non-Paying Adult,4074,11652,16512,1700.4,0,1.2,30,0,2,33971.6
Q2,2013/2014,Provisional,03T,Q59,Y55,Paying Adult,14434,21990,14352,1951.2,0,7.2,140,0,4,52878.4
Q2,2013/2014,Provisional,03V,Q58,Y55,Child,1808,2901,276,326.4,0,0,1,0,0,5312.4
Q2,2013/2014,Provisional,03V,Q58,Y55,Non-Paying Adult,818,3912,3324,787.2,0,0,16,0,0,8857.2
Q2,2013/2014,Provisional,03V,Q58,Y55,Paying Adult,2453,4512,3072,1144.8,0,1.2,25,0,3,11211
Q2,2013/2014,Provisional,03W,Q59,Y55,Child,12434,9753,1260,752.4,0,1.2,0,0,0,24200.6
Q2,2013/2014,Provisional,03W,Q59,Y55,Non-Paying Adult,3547,9477,11040,1190.4,0,0,32,0,1,25287.4
Q2,2013/2014,Provisional,03W,Q59,Y55,Paying Adult,19756,25389,14604,2856,0,6,174,0.75,2,62787.75
Q2,2013/2014,Provisional,03X,Q55,Y55,Child,4014,4500,312,120,0,0,0,0,0,8946
Q2,2013/2014,Provisional,03X,Q55,Y55,Non-Paying Adult,1847,4980,4596,285.6,0,0,21,0,0,11729.6
Q2,2013/2014,Provisional,03X,Q55,Y55,Paying Adult,9342,13737,7152,850.8,0,14.4,129,0,2,31227.2
Q2,2013/2014,Provisional,03Y,Q55,Y55,Child,3170,3129,120,199.2,0,0,0,0,0,6618.2
Q2,2013/2014,Provisional,03Y,Q55,Y55,Non-Paying Adult,1809,4758,3864,517.2,0,1.2,18,0,0,10967.4
Q2,2013/2014,Provisional,03Y,Q55,Y55,Paying Adult,6931,8865,3828,703.2,0,14.4,62,0,0,20403.6
Q2,2013/2014,Provisional,04C,Q59,Y55,Child,13872,19350,1464,1215.6,0,0,0,0,1,35902.6
Q2,2013/2014,Provisional,04C,Q59,Y55,Non-Paying Adult,7558,25875,28812,4104,2.4,0,108,0,4,66463.4
Q2,2013/2014,Provisional,04C,Q59,Y55,Paying Adult,12684,23652,11352,2923.2,3.6,16.8,148,0,11,50790.6
Q2,2013/2014,Provisional,04D,Q59,Y55,Child,7653,6330,708,360,0,0,0,0,0,15051
Q2,2013/2014,Provisional,04D,Q59,Y55,Non-Paying Adult,3169,9396,9168,1018.8,0,1.2,30,0,8,22791
Q2,2013/2014,Provisional,04D,Q59,Y55,Paying Adult,12881,21318,10068,1978.8,0,7.2,139,0,15,46407
Q2,2013/2014,Provisional,04E,Q55,Y55,Child,7950,6690,636,493.2,0,0,0,0,0,15769.2
Q2,2013/2014,Provisional,04E,Q55,Y55,Non-Paying Adult,3888,8883,10284,1456.8,0,0,42,0,3,24556.8
Q2,2013/2014,Provisional,04E,Q55,Y55,Paying Adult,13793,16023,9288,1760.4,0,0,152,0,5,41021.4
Q2,2013/2014,Provisional,04F,Q58,Y55,Child,10315,10320,1080,969.6,0,0,0,0,0,22684.6
Q2,2013/2014,Provisional,04F,Q58,Y55,Non-Paying Adult,3302,9264,11820,1801.2,0,1.2,41,0,0,26229.4
Q2,2013/2014,Provisional,04F,Q58,Y55,Paying Adult,9766,15078,9600,2128.8,0,2.4,153,0,6,36734.2
Q2,2013/2014,Provisional,04G,Q58,Y55,Child,25835,23172,2196,1531.2,0,0,1,0,0,52735.2
Q2,2013/2014,Provisional,04G,Q58,Y55,Non-Paying Adult,8879,24012,30384,3512.4,0,3.6,72,0.75,0,66863.75
Q2,2013/2014,Provisional,04G,Q58,Y55,Paying Adult,36374,55182,31656,6756,2.4,28.8,409,0,9,130417.2
Q2,2013/2014,Provisional,04H,Q55,Y55,Child,4137,4389,276,222,0,0,0,0,0,9024
Q2,2013/2014,Provisional,04H,Q55,Y55,Non-Paying Adult,1569,3531,3912,430.8,0,0,15,0,1,9458.8
Q2,2013/2014,Provisional,04H,Q55,Y55,Paying Adult,7409,10107,5628,991.2,0,3.6,86,0,1,24225.8
Q2,2013/2014,Provisional,04J,Q55,Y55,Child,10941,11481,960,806.4,0,0,2,0,0,24190.4
Q2,2013/2014,Provisional,04J,Q55,Y55,Non-Paying Adult,4533,9942,11196,2152.8,0,1.2,47,0,1,27873
Q2,2013/2014,Provisional,04J,Q55,Y55,Paying Adult,20336,25275,15132,4474.8,3.6,13.2,241,0,2,65477.6
Q2,2013/2014,Provisional,04K,Q55,Y55,Child,10504,14286,1128,1132.8,0,0,0,0,0,27050.8
Q2,2013/2014,Provisional,04K,Q55,Y55,Non-Paying Adult,6332,25098,34632,4377.6,1.2,2.4,70,0,8,70521.2
Q2,2013/2014,Provisional,04K,Q55,Y55,Paying Adult,12777,23229,13428,2694,0,4.8,132,0,5,52269.8
Q2,2013/2014,Provisional,04L,Q55,Y55,Child,6753,7296,552,404.4,0,0,0,0,0,15005.4
Q2,2013/2014,Provisional,04L,Q55,Y55,Non-Paying Adult,3162,7899,9840,1198.8,0,0,32,0,0,22131.8
Q2,2013/2014,Provisional,04L,Q55,Y55,Paying Adult,13372,17439,10344,2149.2,0,1.2,125,0,2,43432.4
Q2,2013/2014,Provisional,04M,Q55,Y55,Child,3768,4011,468,175.2,0,0,0,0,0,8422.2
Q2,2013/2014,Provisional,04M,Q55,Y55,Non-Paying Adult,1423,4524,5208,525.6,0,4.8,17,0,0,11702.4
Q2,2013/2014,Provisional,04M,Q55,Y55,Paying Adult,6629,9999,5400,838.8,0,28.8,58,0,2,22955.6
Q2,2013/2014,Provisional,04N,Q55,Y55,Child,4993,3264,360,212.4,0,0,0,0,0,8829.4
Q2,2013/2014,Provisional,04N,Q55,Y55,Non-Paying Adult,1631,2433,3804,262.8,1.2,0,4,0,0,8136
Q2,2013/2014,Provisional,04N,Q55,Y55,Paying Adult,6606,7203,4944,654,0,0,47,0,0,19454
Q2,2013/2014,Provisional,04Q,Q59,Y55,Child,4392,4302,324,210,0,0,0,0,0,9228
Q2,2013/2014,Provisional,04Q,Q59,Y55,Non-Paying Adult,1570,4542,3696,488.4,0,0,17,0,1,10314.4
Q2,2013/2014,Provisional,04Q,Q59,Y55,Paying Adult,6951,9909,4488,974.4,0,0,117,0.75,1,22441.15
